date,weighted_goldstein,event_count,avg_tone,source_count,total_mentions,total_articles
2020-01-01,1.5882352941176467,11,-0.51973242563596,11,34,34
2020-01-02,2.225,12,-2.887465616743299,12,48,48
2020-01-03,2.6578947368421053,7,-1.4325688191584973,7,38,38
2020-01-04,3.1194805194805197,22,-3.3980315667420373,23,77,77
2020-01-05,1.1692307692307693,679,-3.0268254779554207,712,3159,3067
2020-01-06,0.8142418579818472,1691,-2.5354927028900054,1779,7492,7394
2020-01-07,1.3935199523525912,1833,-2.075425262697863,1950,8395,8277
2020-01-08,1.898271645198108,2626,-1.9117936137287415,2854,12266,12025
2020-01-09,1.1679581977718623,2348,-2.4321284860767305,2434,10143,10018
2020-01-10,1.6611370612571736,1563,-2.3063559723928675,1657,7493,7433
2020-01-11,1.809472623446423,1177,-2.120409613311868,1272,5954,5847
2020-01-12,1.7435266305103603,1486,-2.6102588241710185,1610,7191,7102
2020-01-13,2.1887554009906203,2059,-1.8386463629710401,2246,9489,9228
2020-01-14,1.9040662827594304,1917,-2.062029355532051,2009,8509,8325
2020-01-15,1.1832268570712765,1686,-2.0473548582348307,1730,7983,7794
2020-01-16,1.0799494949494952,2116,-2.6740003074485665,2217,9900,9717
2020-01-17,1.19414466130884,1795,-2.545836593489327,1935,8710,8461
2020-01-18,0.6834665862120985,1402,-2.826038604813802,1478,6629,6438
2020-01-19,1.3888913698783074,1880,-2.59885483478628,1995,8957,8716
2020-01-20,1.5432697074863664,1656,-2.1494517629546865,1788,8068,7939
2020-01-21,0.6191409084312873,1457,-2.0545757108975256,1495,6891,6825
2020-01-22,0.6874799123447773,1393,-2.3821496898318797,1499,6845,6794
2020-01-23,0.9349882144961696,1379,-2.2673117657573987,1480,6788,6693
2020-01-24,1.3591008771929824,1742,-1.707767264645113,1938,8208,8083
2020-01-25,1.5934404865334486,951,-2.493727054960545,980,4604,4554
2020-01-26,2.2176300578034684,999,-2.127007441135388,1032,4152,4124
2020-01-27,1.1849222323879232,1179,-2.4704217193752496,1213,5465,5415
2020-01-28,0.9965996403465752,1337,-2.6503979774796185,1424,6117,6046
