role,timing,tau,event_count_percentile,event_count_raw,event_count_centered,marginal_effect_raw,std_error_raw,conf_low_raw,conf_high_raw,N,event_count_sample_mean,centered_mean_check,marginal_effect,std_error,conf_low,conf_high,return_unit,inference
Actor1,reaction,0.25,0.25,1107.25,-706.3565573770493,0.0011437671847180295,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.11437671847180295,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.25,0.5,1412.5,-401.1065573770493,0.0012384052860769938,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.12384052860769938,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.25,0.75,2139,325.3934426229507,0.0014636455174849795,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.14636455174849794,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.25,0.9,3174,1360.3934426229507,0.0017845314631247113,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.17845314631247114,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.3,0.1,937.5,-876.1065573770493,-1.315753458700535e-4,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,-0.01315753458700535,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.3,0.25,1107.25,-706.3565573770493,3.188997830025678e-5,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.0031889978300256782,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.3,0.5,1412.5,-401.1065573770493,3.2583866874495314e-4,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.03258386687449531,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.3,0.75,2139,325.3934426229507,0.001025441366887695,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.1025441366887695,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.3,0.9,3174,1360.3934426229507,0.0020221224303119726,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.20221224303119725,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.35000000000000003,0.1,937.5,-876.1065573770493,5.87387661080653e-4,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.0587387661080653,NA,NA,NA,percent,bootstrap_xy_R500
